Date,Time,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Temperature,Roadwork and Construction Activity,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index,event name,event type,event importance
27-11-2024,14:45,Indiranagar,CMH Road,379,54.4,1.1,12.7,7.6,0,152.4,39,96,23,27,Clear,31.3,1,117,101,83,82,49,45,0.863,0.988,0.598,0.598,4,0.082,0.385,6294.57,3.71,90.51,166.95,12.971032,77.643665,8986d88449bffff,City Cultural Event  Indiranagar,Sports,0.42
27-11-2024,17:00,Yeshwanthpur,Orion Mall Road,1291,38.8,1.55,32.4,25.8,1,173.5,28,98,66,10,Clear,32.4,0,89,84,72,65,63,60,0.944,0.903,0.969,0.969,3,0.048,0.674,4406.71,5.71,149.53,342.6,13.021283,77.553891,8986d8b3443ffff,"RCB Premier Match  M. Chinnaswamy Stadium, Yeshwanthpur",Sports,0.79
27-11-2024,17:45,Koramangala,100 Feet Road,1293,37.3,1.61,33.2,25.9,0,169.8,27,96,66,43,Clear,30.1,0,999,907,610,518,378,344,0.908,0.849,0.73,0.73,34,0.09,0.344,79462.72,7.66,127.89,2635.04,12.931322,77.620585,8986dd4904fffff,Theatre Night  Koramangala,Cultural,0.67
27-11-2024,20:00,HSR Layout,Agara Junction,724,51.2,1.17,18.8,14.5,2,152.3,17,90,67,10,Cloudy,27.1,0,451,413,293,276,236,190,0.916,0.942,0.855,0.855,46,0.195,0.421,24292.21,5.34,120.54,1014.6,12.913374,77.635483,8986dd4960fffff,No Event,No Event,0.0
27-11-2024,20:00,Rajajinagar,Dr Rajkumar Road,580,52.2,1.15,16.4,11.6,0,154.1,27,82,56,6,Cloudy,26.5,0,189,174,163,136,78,57,0.921,0.834,0.574,0.574,21,0.269,0.302,6025.41,3.75,94.72,213.75,12.991482,77.551093,8986dd49bc7ffff,Neighborhood Festivity  Rajajinagar,Sports,0.21
27-11-2024,20:45,Indiranagar,CMH Road,1092,44.9,1.34,26.7,21.8,0,165.9,14,95,95,42,Rain,20.3,1,554,530,416,343,194,182,0.957,0.825,0.566,0.566,12,0.062,0.329,7778.11,6.69,148.23,1217.58,12.971032,77.643665,8986d88449bffff,Neighborhood Festivity  Indiranagar,Cultural,0.21
27-11-2024,22:30,Yeshwanthpur,Yeshwanthpur Circle,108,58.4,1.03,7.2,2.2,2,160.7,22,86,87,3,Storm,19.3,0,127,110,85,82,72,70,0.866,0.965,0.878,0.878,2,0.028,0.551,3364.68,2.72,70.66,190.4,13.022581,77.549194,8986d884b13ffff,Open Mic  Yeshwanthpur,Local,0.14
27-11-2024,22:45,Malleshwaram,Margosa Road,311,56.8,1.06,10.6,6.2,0,136.3,36,91,54,40,Clear,30.8,0,98,93,61,53,51,48,0.949,0.869,0.962,0.962,3,0.059,0.49,3410.68,6.61,140.1,317.28,13.013137,77.573623,8986d884c6fffff,Karaga Festival Parade  Malleshwaram,Cultural,0.7
28-11-2024,00:15,Banashankari,Outer Ring Road,387,49.8,1.2,15.1,7.7,0,149.5,33,99,78,27,Clear,28.1,0,447,425,343,338,279,253,0.951,0.985,0.825,0.825,26,0.093,0.566,42810.4,4.03,98.4,1019.59,12.916347,77.566512,8986dd49abbffff,"RCB Premier Match  M. Chinnaswamy Stadium, Banashankari",Sports,0.74
28-11-2024,00:15,Electronic City,Wipro Gate,140,65.7,1.0,4.0,2.8,1,153.2,24,93,30,22,Cloudy,27.3,0,478,450,392,361,229,185,0.941,0.921,0.634,0.634,44,0.192,0.387,18333.95,2.57,67.87,475.45,12.839326,77.666968,8986d894bd7ffff,RockFusion Live Show  Electronic City,Concert,0.4
28-11-2024,00:30,Rajajinagar,Dr Rajkumar Road,176,43.2,1.39,15.7,3.5,0,177.1,16,92,22,19,Fog,20.1,1,244,226,196,170,157,146,0.926,0.867,0.924,0.924,11,0.07,0.598,13140.07,3.12,87.33,455.52,12.991482,77.551093,8986dd49bc7ffff,No Event,No Event,0.0
28-11-2024,08:00,JP Nagar,JP Nagar 7th Phase,876,47.6,1.26,22.6,17.5,0,148.7,15,88,44,10,Storm,19.2,0,585,543,427,374,276,245,0.928,0.876,0.738,0.738,31,0.112,0.419,55964.01,9.25,133.17,2266.25,12.888822,77.578922,8986d886d67ffff,Auto Expo  JP Nagar,Exhibition,0.6
28-11-2024,08:15,Malleshwaram,Malleshwaram Circle,1004,34.3,1.75,30.9,20.1,0,173.6,19,99,32,19,Cloudy,27.7,0,246,226,187,151,111,102,0.919,0.807,0.735,0.735,9,0.081,0.415,9601.82,8.83,148.52,900.66,13.010528,77.569876,8986dd49a83ffff,City Cultural Event  Malleshwaram,Local,0.46
28-11-2024,08:30,KR Puram,KR Puram Hanging Bridge,1401,33.8,1.78,36.3,28.0,2,178.6,33,82,28,28,Rain,21.3,0,999,962,683,664,657,639,0.963,0.972,0.989,0.989,18,0.027,0.64,154608.58,4.07,132.11,2600.73,13.006038,77.699664,8986d895d73ffff,Karaga Festival Parade  KR Puram,Cultural,0.87
28-11-2024,08:30,Malleshwaram,Margosa Road,470,50.5,1.19,15.9,9.4,0,154.5,39,92,32,3,Clear,32.6,0,134,121,81,78,60,54,0.903,0.963,0.769,0.769,6,0.1,0.403,6825.78,4.05,109.3,218.7,13.013137,77.573623,8986d884c6fffff,Neighborhood Festivity  Malleshwaram,Sports,0.28
28-11-2024,09:00,KR Puram,Mahadevapura Road,618,45.1,1.33,20.5,12.4,0,151.0,36,85,39,39,Storm,19.4,0,114,101,95,94,77,73,0.886,0.989,0.819,0.819,4,0.052,0.64,8479.68,2.9,64.85,211.7,12.999746,77.700032,8986d895d17ffff,"Global Music Festival  Koramangala Indoor Stadium, KR Puram",Concert,0.7
28-11-2024,10:30,Banashankari,Ring Road Junction,1020,55.0,1.09,20.8,20.4,0,153.9,13,94,87,26,Clear,31.9,0,148,139,123,110,80,68,0.939,0.894,0.727,0.727,12,0.15,0.459,6808.73,7.07,131.85,480.76,12.923679,77.568044,8986d884883ffff,Neighborhood Event  Banashankari,No Event,0.17
28-11-2024,14:00,Malleshwaram,Sampige Road,291,48.4,1.24,14.6,5.8,0,163.1,28,87,56,27,Storm,19.4,0,315,302,216,213,204,193,0.959,0.986,0.958,0.958,11,0.054,0.613,33937.53,6.92,130.73,1335.56,13.012711,77.57033,8986d886bb7ffff,City Cultural Event  Malleshwaram,Local,0.63
28-11-2024,14:15,Koramangala,100 Feet Road,537,51.6,1.16,16.2,10.7,1,160.4,19,97,74,49,Rain,22.3,0,945,849,777,699,630,539,0.898,0.9,0.901,0.901,91,0.144,0.57,101371.06,5.85,104.46,3153.15,12.931322,77.620585,8986dd4904fffff,Major Bengaluru Event  Koramangala,Local,0.75
28-11-2024,18:15,Rajajinagar,Dr Rajkumar Road,490,43.7,1.37,19.5,9.8,0,154.5,15,91,66,37,Storm,19.0,0,109,101,78,69,68,64,0.927,0.885,0.986,0.986,4,0.059,0.587,8118.77,7.65,166.39,489.6,12.991482,77.551093,8986dd49bc7ffff,"RCB Premier Match  M. Chinnaswamy Stadium, Rajajinagar",Sports,0.85
28-11-2024,22:30,Yeshwanthpur,Outer Ring Road,91,64.2,1.0,4.1,1.8,1,150.7,15,87,29,19,Storm,20.3,1,553,532,407,373,369,352,0.962,0.916,0.989,0.989,17,0.046,0.637,90471.71,5.73,130.91,2016.96,13.020297,77.552105,8986d8b3413ffff,"Bengaluru Tech Summit  Palace Grounds, Yeshwanthpur",Exhibition,0.73
28-11-2024,22:45,Banashankari,Ring Road Junction,122,46.6,1.29,13.3,2.4,1,152.2,15,92,85,33,Rain,21.6,0,318,284,250,224,189,144,0.893,0.896,0.844,0.844,45,0.238,0.453,6558.73,7.22,135.67,1039.68,12.923679,77.568044,8986d884883ffff,Neighborhood Festivity  Banashankari,Sports,0.38
29-11-2024,00:00,Marathahalli,Marathahalli Bridge,122,45.2,1.33,14.0,2.4,1,159.3,35,92,89,4,Clear,30.3,0,312,289,205,201,136,99,0.926,0.98,0.677,0.677,37,0.272,0.317,19687.01,6.82,153.27,675.18,12.945551,77.701383,8986d894e5bffff,RockFusion Live Show  Marathahalli,Concert,0.44
29-11-2024,00:30,Yeshwanthpur,Orion Mall Road,153,64.8,1.0,4.6,3.1,0,150.2,20,97,72,2,Clear,28.1,0,94,87,71,58,55,47,0.926,0.817,0.948,0.948,8,0.145,0.5,5683.94,3.43,86.86,161.21,13.021283,77.553891,8986d8b3443ffff,"Bengaluru Tech Summit  Palace Grounds, Yeshwanthpur",Exhibition,0.74
29-11-2024,09:00,Malleshwaram,Sampige Road,448,51.6,1.16,15.0,9.0,0,143.3,20,95,22,25,Clear,28.1,0,169,145,131,108,105,82,0.858,0.824,0.972,0.972,23,0.219,0.485,17008.65,6.86,148.81,562.52,13.012711,77.57033,8986d886bb7ffff,Bollywood Beats Concert  Malleshwaram,Concert,0.42
29-11-2024,10:30,KR Puram,Mahadevapura Road,824,40.4,1.49,25.5,16.5,0,173.7,6,98,49,6,Rain,21.8,0,68,59,43,37,30,25,0.868,0.86,0.811,0.811,5,0.167,0.368,1239.04,4.28,82.02,107.0,12.999746,77.700032,8986d895d17ffff,City Cultural Event  KR Puram,Local,0.4
29-11-2024,14:00,Electronic City,Wipro Gate,215,44.7,1.34,15.4,4.3,1,165.3,6,83,85,21,Clear,28.5,0,509,459,369,357,353,282,0.902,0.967,0.989,0.989,71,0.201,0.554,62287.51,6.72,121.02,1895.04,12.839326,77.666968,8986d894bd7ffff,City Cultural Event  Electronic City,Sports,0.56
29-11-2024,14:15,BTM Layout,Madiwala Road,263,44.0,1.36,16.4,5.3,0,168.7,4,90,59,10,Light Rain,24.6,1,417,373,363,353,209,198,0.894,0.972,0.592,0.592,11,0.053,0.475,7347.88,4.24,80.55,839.52,12.90537,77.6081,8986d886c0bffff,Temple Celebration  BTM Layout,Local,0.29
29-11-2024,17:00,Marathahalli,Old Airport Road,478,49.2,1.22,16.6,9.6,1,151.5,28,84,45,40,Cloudy,26.1,0,579,516,405,395,370,327,0.891,0.975,0.937,0.937,43,0.116,0.565,50475.27,3.56,101.43,1164.12,12.949878,77.69759,8986d8874c7ffff,"RCB Premier Match  M. Chinnaswamy Stadium, Marathahalli",Sports,0.78
29-11-2024,17:15,HSR Layout,Agara Junction,791,34.5,1.74,28.0,15.8,1,171.7,23,95,48,32,Clear,32.4,1,346,300,197,190,132,113,0.867,0.964,0.695,0.695,19,0.144,0.327,24657.76,5.34,131.61,603.42,12.913374,77.635483,8986dd4960fffff,Major Bengaluru Event  HSR Layout,Local,0.71
29-11-2024,18:00,JP Nagar,Bannerghatta Road,1307,38.5,1.56,32.7,26.1,0,186.0,15,93,31,25,Light Rain,22.4,0,788,702,648,527,407,321,0.891,0.813,0.772,0.772,86,0.211,0.407,127078.36,6.52,148.23,2092.92,12.888332,77.587358,8986d886a2bffff,Major Bengaluru Event  JP Nagar,Local,0.88
29-11-2024,20:30,BTM Layout,BTM Main Road,823,36.2,1.66,27.6,16.5,0,171.0,26,81,78,7,Cloudy,26.4,0,144,134,118,104,60,57,0.931,0.881,0.577,0.577,3,0.05,0.396,6734.89,7.11,137.46,405.27,12.911673,77.614754,8986d886e1bffff,No Event,No Event,0.0
30-11-2024,00:30,Banashankari,Outer Ring Road,69,60.3,1.0,5.7,1.4,0,145.1,35,98,61,4,Clear,32.1,1,351,314,200,164,146,126,0.895,0.82,0.89,0.89,20,0.137,0.359,19344.86,2.76,98.89,347.76,12.916347,77.566512,8986dd49abbffff,Indie Music Night  Banashankari,Concert,0.45
30-11-2024,00:45,Yeshwanthpur,Yeshwanthpur Circle,87,59.4,1.01,6.4,1.7,0,155.2,33,93,91,38,Clear,28.7,0,470,412,346,283,268,203,0.877,0.818,0.947,0.947,65,0.243,0.432,56027.19,8.5,144.21,1725.5,13.022581,77.549194,8986d884b13ffff,Indie Music Night  Yeshwanthpur,Concert,0.53
30-11-2024,08:00,Whitefield,Whitefield Main Road,711,65.7,1.0,11.4,14.2,1,140.2,58,94,37,40,Cloudy,25.0,0,155,146,97,85,62,52,0.942,0.876,0.729,0.729,10,0.161,0.335,3130.97,5.06,89.89,263.12,12.969828,77.748407,8986d882e3bffff,No Event,No Event,0.0
30-11-2024,08:15,Malleshwaram,Malleshwaram Circle,753,50.2,1.2,19.7,15.1,1,142.8,33,92,55,1,Clear,32.6,0,721,676,449,421,359,282,0.938,0.938,0.853,0.853,77,0.214,0.391,78160.32,7.71,158.12,2174.22,13.010528,77.569876,8986dd49a83ffff,"Bengaluru Tech Summit  Palace Grounds, Malleshwaram",Exhibition,0.77
30-11-2024,09:45,BTM Layout,Silk Board Junction,564,46.2,1.3,19.2,11.3,1,161.0,22,95,28,38,Clear,29.5,0,425,405,252,231,143,115,0.953,0.917,0.619,0.619,28,0.196,0.271,14541.66,5.15,100.73,592.25,12.904185,77.615372,8986d886e1bffff,Local Band Night  BTM Layout,Concert,0.38
30-11-2024,10:00,Marathahalli,Outer Ring Road,614,40.2,1.49,22.9,12.3,1,168.9,34,88,94,4,Cloudy,26.3,1,284,273,219,211,208,152,0.961,0.963,0.986,0.986,56,0.269,0.535,28238.39,5.59,117.25,849.68,12.951012,77.696949,8986d880d77ffff,RockFusion Live Show  Marathahalli,Concert,0.55
30-11-2024,14:15,Ulsoor,Old Madras Road,117,48.6,1.23,12.2,2.3,0,154.3,18,81,84,27,Clear,28.4,0,274,241,179,160,135,132,0.88,0.894,0.844,0.844,3,0.022,0.482,5412.13,6.76,98.49,892.32,12.984844,77.616614,8986dd49267ffff,No Event,No Event,0.0
30-11-2024,14:30,Banashankari,Banashankari Temple Road,406,47.8,1.26,16.4,8.1,1,152.9,35,82,84,7,Clear,28.6,1,316,293,249,241,238,226,0.927,0.968,0.988,0.988,12,0.05,0.715,27636.66,4.71,86.37,1064.46,12.916818,77.575111,8986d886983ffff,Major Bengaluru Event  Banashankari,Local,0.85
30-11-2024,17:15,Electronic City,Hosur Road,583,49.7,1.21,17.7,11.7,0,151.2,50,84,25,16,Clear,30.9,0,690,623,594,481,363,267,0.903,0.81,0.755,0.755,96,0.264,0.387,23778.75,2.37,75.89,632.79,12.831413,77.675142,8986d887557ffff,City Cultural Event  Electronic City,Local,0.57
30-11-2024,17:15,Banashankari,Outer Ring Road,645,52.7,1.14,17.0,12.9,0,139.8,31,98,85,10,Storm,20.3,0,448,421,355,307,198,173,0.94,0.865,0.645,0.645,25,0.126,0.386,32329.54,4.62,112.76,799.26,12.916347,77.566512,8986dd49abbffff,Startup Expo  Banashankari,Exhibition,0.44
30-11-2024,17:15,Banashankari,Ring Road Junction,903,45.0,1.33,24.2,18.1,2,144.7,45,83,91,21,Rain,23.7,0,217,202,131,118,74,64,0.931,0.901,0.627,0.627,10,0.135,0.295,7503.42,3.87,92.27,247.68,12.923679,77.568044,8986d884883ffff,Community Gathering  Banashankari,Local,0.19
30-11-2024,17:45,Koramangala,100 Feet Road,1033,46.7,1.28,25.1,20.7,1,153.3,22,97,49,26,Storm,21.8,0,365,333,289,247,173,161,0.912,0.855,0.7,0.7,12,0.069,0.441,24221.76,3.63,83.23,584.43,12.931322,77.620585,8986dd4904fffff,Bollywood Beats Concert  Koramangala,Concert,0.57
30-11-2024,18:15,JP Nagar,Outer Ring Road,843,64.1,1.0,13.9,16.9,0,151.2,32,82,61,27,Cloudy,26.5,0,985,917,653,600,594,483,0.931,0.919,0.99,0.99,111,0.187,0.49,72772.38,4.93,86.81,2381.19,12.891176,77.584603,8986d886867ffff,City Cultural Event  JP Nagar,Local,0.59
30-11-2024,18:45,Banashankari,Ring Road Junction,291,52.7,1.14,12.4,5.8,1,149.6,35,91,63,21,Clear,31.5,0,231,220,174,143,127,102,0.952,0.822,0.888,0.888,25,0.197,0.442,11518.12,3.92,111.14,399.84,12.923679,77.568044,8986d884883ffff,No Event,No Event,0.0
30-11-2024,20:00,Electronic City,Neeladri Road,577,43.4,1.38,20.8,11.5,1,164.7,14,93,30,40,Light Rain,23.5,1,237,213,136,115,105,100,0.899,0.846,0.913,0.913,5,0.048,0.422,4516.58,2.6,81.56,260.0,12.837597,77.670298,8986d8873d7ffff,No Event,No Event,0.0
30-11-2024,20:00,Ulsoor,Murphy Town Road,650,36.7,1.63,25.1,13.0,1,183.1,10,97,70,22,Light Rain,24.1,0,320,280,179,167,134,129,0.875,0.933,0.802,0.802,5,0.037,0.403,8931.67,3.08,79.78,397.32,12.985277,77.622429,8986dd490c7ffff,No Event,No Event,0.0
30-11-2024,20:30,Hebbal,Nagawara Junction,936,49.0,1.22,22.7,18.7,0,162.2,22,86,37,27,Rain,22.6,1,215,190,140,121,71,58,0.884,0.864,0.587,0.587,13,0.183,0.27,3323.71,8.33,136.6,483.14,13.028951,77.592978,8986dd48273ffff,Neighborhood Event  Hebbal,No Event,0.14
30-11-2024,22:30,Koramangala,100 Feet Road,122,59.4,1.01,6.9,2.4,0,154.1,36,94,67,27,Clear,28.9,0,435,389,245,232,126,110,0.894,0.947,0.543,0.543,16,0.127,0.253,4077.06,3.58,111.45,393.8,12.931322,77.620585,8986dd4904fffff,No Event,No Event,0.0
30-11-2024,22:45,Rajajinagar,Dr Rajkumar Road,248,36.8,1.63,19.8,5.0,1,172.4,4,86,95,21,Light Rain,24.9,1,401,363,310,305,301,259,0.905,0.984,0.987,0.987,42,0.14,0.646,52611.2,7.61,119.33,1970.99,12.991482,77.551093,8986dd49bc7ffff,City Cultural Event  Rajajinagar,Local,0.44
01-12-2024,00:15,Yeshwanthpur,Yeshwanthpur Circle,102,44.7,1.34,14.0,2.0,0,170.3,28,86,76,4,Storm,18.9,0,242,227,209,191,95,91,0.938,0.914,0.497,0.497,4,0.042,0.376,5115.83,4.82,103.0,438.62,13.022581,77.549194,8986d884b13ffff,No Event,No Event,0.0
01-12-2024,00:45,Electronic City,Wipro Gate,322,44.9,1.34,16.7,6.4,1,164.4,20,84,60,13,Cloudy,27.5,0,408,368,279,228,182,157,0.902,0.817,0.798,0.798,25,0.137,0.385,22874.05,7.21,117.1,1131.97,12.839326,77.666968,8986d894bd7ffff,Neighborhood Festivity  Electronic City,Sports,0.26
01-12-2024,09:45,JP Nagar,15th Cross Road,676,47.2,1.27,20.2,13.5,0,153.1,51,99,25,6,Storm,18.4,0,528,492,337,276,273,263,0.932,0.819,0.989,0.989,10,0.037,0.498,42303.47,6.24,119.56,1641.12,12.889746,77.584255,8986d884cc7ffff,Karaga Festival Parade  JP Nagar,Cultural,0.8
01-12-2024,09:45,KR Puram,Old Madras Road,727,45.8,1.31,21.6,14.5,0,147.4,40,88,93,20,Clear,32.9,0,403,385,381,320,195,157,0.955,0.84,0.609,0.609,38,0.195,0.39,8061.18,7.01,143.17,1100.57,12.996016,77.702911,8986d887653ffff,Folk Dance Evening  KR Puram,Cultural,0.54
01-12-2024,09:45,Jayanagar,30th Cross Road,1257,38.7,1.55,32.0,25.1,1,182.9,19,98,57,17,Clear,29.2,0,712,653,489,466,461,341,0.917,0.953,0.989,0.989,120,0.26,0.479,61739.23,9.44,135.19,3219.04,12.925834,77.585989,8986d886877ffff,City Cultural Event  Jayanagar,Local,0.69
01-12-2024,10:00,Hebbal,Bellary Road,731,50.1,1.2,19.5,14.6,0,134.5,20,87,63,15,Clear,29.9,0,306,292,214,174,164,115,0.954,0.813,0.943,0.943,49,0.299,0.376,29086.94,4.97,129.28,571.55,13.033853,77.589136,8986d88412fffff,"Bengaluru Tech Summit  Palace Grounds, Hebbal",Exhibition,0.76
01-12-2024,14:30,Rajajinagar,Malleswaram Link Road,272,50.1,1.2,13.5,5.4,0,143.0,39,87,76,29,Clear,29.6,0,197,180,149,142,89,86,0.914,0.953,0.627,0.627,3,0.034,0.437,6519.1,7.38,118.33,634.68,12.992758,77.544283,8986dd49b7bffff,No Event,No Event,0.0
01-12-2024,17:15,HSR Layout,17th Cross Road,421,33.2,1.81,23.9,8.4,0,167.5,26,82,65,4,Rain,22.3,0,467,405,280,275,167,134,0.867,0.982,0.607,0.607,33,0.198,0.287,7278.53,4.7,125.51,629.8,12.910251,77.639594,8986d88653bffff,No Event,No Event,0.0
01-12-2024,18:15,Malleshwaram,Margosa Road,430,58.9,1.02,11.1,8.6,0,135.5,43,87,67,18,Clear,29.3,0,826,728,645,548,538,377,0.881,0.85,0.982,0.982,161,0.299,0.456,36655.97,3.5,71.44,1319.5,13.013137,77.573623,8986d884c6fffff,Neighborhood Festivity  Malleshwaram,Sports,0.36
01-12-2024,18:30,Whitefield,Hope Farm Circle,644,38.0,1.58,24.4,12.9,4,171.8,32,94,42,17,Storm,21.7,0,999,895,750,607,591,583,0.896,0.809,0.974,0.974,8,0.014,0.584,94008.61,6.83,129.32,3981.89,12.965961,77.748674,8986d895153ffff,Local Band Night  Whitefield,Concert,0.27
01-12-2024,18:45,Electronic City,Wipro Gate,505,53.6,1.12,14.8,10.1,0,157.2,11,98,50,2,Fog,18.5,0,168,158,132,121,75,56,0.94,0.917,0.62,0.62,19,0.253,0.333,4355.34,3.09,93.27,173.04,12.839326,77.666968,8986d894bd7ffff,No Event,No Event,0.0
01-12-2024,18:45,Whitefield,Varthur Road,566,49.4,1.21,17.7,11.3,1,155.4,14,84,25,16,Clear,30.4,0,661,638,515,511,346,327,0.965,0.992,0.677,0.677,19,0.055,0.495,79586.82,4.42,111.03,1445.34,12.969941,77.75045,8986d882c0bffff,"Bengaluru Tech Summit  Palace Grounds, Whitefield",Exhibition,0.87
01-12-2024,20:30,Yeshwanthpur,Outer Ring Road,530,45.5,1.32,19.1,10.6,0,145.8,51,80,36,35,Clear,32.6,0,448,393,376,373,331,249,0.877,0.992,0.887,0.887,82,0.248,0.556,27730.87,5.1,85.33,1269.9,13.020297,77.552105,8986d8b3413ffff,Neighborhood Festivity  Yeshwanthpur,Sports,0.3
01-12-2024,20:45,Jayanagar,30th Cross Road,1176,56.6,1.06,22.0,23.5,1,139.3,4,97,58,11,Clear,31.0,0,445,405,280,267,251,235,0.91,0.954,0.94,0.94,16,0.064,0.528,29941.66,4.76,122.62,1118.6,12.925834,77.585989,8986d886877ffff,Yoga Drive  Jayanagar,Local,0.38
01-12-2024,22:15,Koramangala,Sony World Junction,211,47.2,1.27,14.1,4.2,1,135.7,42,85,21,22,Light Rain,25.2,0,982,850,572,543,524,443,0.866,0.949,0.965,0.965,81,0.155,0.451,62323.0,3.91,119.11,1732.13,12.933476,77.620954,8986d88454bffff,City Cultural Event  Koramangala,Sports,0.52
02-12-2024,08:00,Jayanagar,9th Main Road,1315,46.9,1.28,28.6,26.3,0,155.3,37,91,25,15,Clear,28.5,0,999,922,906,869,860,604,0.923,0.959,0.99,0.99,256,0.298,0.605,105785.69,3.88,78.11,2343.52,12.920951,77.594044,8986d88412bffff,"Global Music Festival  Koramangala Indoor Stadium, Jayanagar",Concert,0.82
02-12-2024,08:15,Malleshwaram,Margosa Road,1019,41.3,1.45,27.6,20.4,1,172.4,39,80,32,7,Cloudy,27.1,1,541,479,363,332,304,212,0.885,0.915,0.916,0.916,92,0.303,0.392,50690.74,6.56,132.78,1390.72,13.013137,77.573623,8986d884c6fffff,"Bengaluru Tech Summit  Palace Grounds, Malleshwaram",Exhibition,0.79
02-12-2024,08:30,Rajajinagar,Dr Rajkumar Road,976,30.2,1.99,32.6,19.5,1,170.9,31,92,93,38,Fog,18.9,0,445,392,379,345,261,246,0.881,0.91,0.757,0.757,15,0.057,0.553,53472.85,7.79,128.92,1916.34,12.991482,77.551093,8986dd49bc7ffff,"Global Music Festival  Koramangala Indoor Stadium, Rajajinagar",Concert,0.72
02-12-2024,09:00,Whitefield,Varthur Road,923,50.0,1.2,22.0,18.5,1,143.2,50,83,48,10,Clear,30.1,0,146,138,134,112,79,72,0.945,0.836,0.705,0.705,7,0.089,0.493,4742.07,7.95,149.53,572.4,12.969941,77.75045,8986d882c0bffff,No Event,No Event,0.0
02-12-2024,09:00,Ulsoor,Old Madras Road,659,43.9,1.37,21.6,13.2,0,164.2,21,95,62,17,Clear,31.4,0,87,77,55,47,35,34,0.885,0.855,0.745,0.745,1,0.029,0.391,5009.78,6.46,104.13,219.64,12.984844,77.616614,8986dd49267ffff,City Cultural Event  Ulsoor,Sports,0.57
02-12-2024,09:00,HSR Layout,Agara Junction,591,54.2,1.11,15.6,11.8,0,154.9,34,86,67,19,Cloudy,26.9,0,500,441,345,324,279,212,0.882,0.939,0.861,0.861,67,0.24,0.424,20951.59,2.98,105.44,631.76,12.913374,77.635483,8986dd4960fffff,No Event,No Event,0.0
02-12-2024,09:15,Hebbal,Bellary Road,615,37.4,1.6,24.3,12.3,3,175.0,10,95,42,1,Rain,21.9,0,451,406,355,303,215,182,0.9,0.854,0.71,0.71,33,0.153,0.404,27385.02,8.14,146.18,1481.48,13.033853,77.589136,8986d88412fffff,Neighborhood Festivity  Hebbal,Sports,0.32
02-12-2024,09:15,Koramangala,Intermediate Ring Road,1497,46.4,1.29,31.3,29.9,1,148.1,37,98,46,48,Clear,30.0,0,999,900,737,636,588,477,0.901,0.863,0.925,0.925,111,0.189,0.477,102603.9,4.57,94.36,2179.89,12.929295,77.613727,8986d886ccfffff,Major Bengaluru Event  Koramangala,Local,0.73
02-12-2024,09:45,BTM Layout,Silk Board Junction,772,32.3,1.86,28.9,15.4,0,177.7,15,81,42,40,Rain,20.2,0,345,316,248,208,142,139,0.916,0.839,0.683,0.683,3,0.021,0.403,7099.57,7.07,132.52,982.73,12.904185,77.615372,8986d886e1bffff,No Event,No Event,0.0
02-12-2024,10:00,MG Road,Residency Road,338,41.8,1.44,18.5,6.8,1,168.3,29,84,77,42,Clear,31.7,0,463,444,402,358,212,184,0.959,0.891,0.592,0.592,28,0.132,0.397,6640.11,7.98,143.37,1468.32,12.973762,77.606938,8986d886e6fffff,No Event,No Event,0.0
02-12-2024,14:45,Marathahalli,Marathahalli Bridge,165,51.6,1.16,11.3,3.3,0,133.6,39,88,59,18,Clear,28.0,0,276,253,181,174,130,117,0.917,0.961,0.747,0.747,13,0.1,0.424,6535.05,7.76,152.02,907.92,12.945551,77.701383,8986d894e5bffff,No Event,No Event,0.0
02-12-2024,14:45,KR Puram,Old Madras Road,217,41.5,1.45,17.1,4.3,0,183.7,15,96,76,31,Storm,18.6,0,517,450,359,346,273,244,0.87,0.964,0.789,0.789,29,0.106,0.472,36810.63,5.42,105.6,1322.48,12.996016,77.702911,8986d887653ffff,City Cultural Event  KR Puram,Local,0.52
02-12-2024,17:00,Basavanagudi,KR Road,865,51.6,1.16,20.4,17.3,1,164.3,23,93,88,16,Fog,18.8,0,301,256,246,239,173,154,0.85,0.972,0.724,0.724,19,0.11,0.512,17387.81,3.62,106.78,557.48,12.938978,77.572833,8986dd49c6fffff,No Event,No Event,0.0
02-12-2024,17:15,Hebbal,Outer Ring Road,372,58.2,1.03,10.7,7.4,0,136.4,38,85,33,38,Cloudy,24.4,0,169,156,107,90,84,70,0.923,0.841,0.933,0.933,14,0.167,0.414,2225.42,2.48,103.17,173.6,13.038659,77.593581,8986d886abbffff,No Event,No Event,0.0
02-12-2024,17:30,Indiranagar,12th Main Road,1181,37.4,1.6,31.7,23.6,0,156.5,33,81,82,30,Rain,21.8,0,755,722,676,558,422,390,0.956,0.825,0.756,0.756,32,0.076,0.517,55588.72,4.16,94.16,1622.4,12.975982,77.639454,8986d88460fffff,City Cultural Event  Indiranagar,Sports,0.55
